Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg), activity
7.0189281,0.551863,7.273585,6.572083,9.818445,47.982239,85.661148,pickup
7.0285554,-0.096965,7.084443,5.880159,9.207335,50.309620,90.784164,pickup
7.0387230,-0.258574,6.622362,5.905299,8.876659,48.297619,92.236008,pickup
7.0486031,0.505177,6.781576,6.545747,9.438845,46.092964,85.739761,pickup
7.0584087,0.924162,7.076063,6.722919,9.804202,46.707897,82.559059,pickup
7.0684199,1.108515,7.636306,7.408857,10.697343,46.164631,81.740417,pickup
7.0782948,0.879869,8.009802,7.413646,10.949577,47.384789,83.731247,pickup
7.0884571,0.239420,7.687782,7.120356,10.481354,47.208260,88.216217,pickup
7.0986867,-0.144849,6.940791,7.060501,9.901830,44.516376,91.195549,pickup
7.1083117,0.017957,6.852205,7.194576,9.935540,43.603867,89.849854,pickup
7.1185780,0.452504,6.672640,7.170634,9.805451,43.005302,86.120438,pickup
7.1282368,0.966060,6.792350,7.001843,9.802811,44.416683,81.905243,pickup
7.1382136,0.405817,6.684611,7.321469,9.922330,42.449036,86.525887,pickup
7.1482329,-0.119710,6.344635,7.256825,9.640033,41.168221,91.080925,pickup
7.1586218,-0.101754,6.645107,6.758832,9.478903,44.517246,90.877274,pickup
7.1689448,0.187945,6.951565,6.347029,9.415112,47.613220,88.451309,pickup
7.1784167,-0.053870,7.068881,6.561310,9.644831,47.133465,90.436623,pickup
7.1886940,0.196325,6.891710,6.582858,9.532483,46.324665,88.368256,pickup
7.1984630,0.186748,6.779182,6.647501,9.496392,45.572773,88.422058,pickup
7.2083278,0.131681,6.851008,6.509834,9.451539,46.468029,88.898872,pickup
7.2185020,-0.047884,6.977901,6.422446,9.483734,47.374271,90.393173,pickup
7.2284298,-0.094571,6.851008,6.248867,9.273273,47.634491,90.790855,pickup
7.2397575,-0.021548,6.737284,6.272809,9.205410,47.044800,90.183250,pickup
7.2485285,-0.070629,6.774394,6.248867,9.216600,47.312351,90.597336,pickup
7.2585387,-0.397437,6.868965,6.153099,9.230453,48.194149,93.311432,pickup
7.2685018,-0.823605,6.710948,5.870583,8.954266,49.033432,96.996674,pickup
7.2783098,-1.132457,6.263232,5.932832,8.701094,47.011703,100.248940,pickup
7.2883859,-1.124078,6.167464,5.878962,8.594379,46.839272,100.329308,pickup
7.2984447,-1.260547,5.936423,5.985504,8.523870,45.395813,101.988190,pickup
7.3102846,-1.288081,5.864597,6.001067,8.489138,45.015846,102.387558,pickup
7.3189368,-1.242591,5.789180,6.062119,8.473955,44.325455,102.114174,pickup
7.3285818,-1.042675,5.717354,5.875371,8.264096,44.687618,100.335457,pickup
7.3393340,-0.682347,5.779603,5.993884,8.354403,44.155483,96.733246,pickup
7.3484287,-0.401029,6.080075,6.526594,8.928862,43.033508,93.773643,pickup
7.3584261,-0.253785,6.415264,7.346608,9.756673,41.150566,92.265419,pickup
7.3683457,0.014365,6.756437,7.650671,10.206980,41.448338,89.878181,pickup
7.3784337,0.654814,7.407660,7.875727,10.831864,43.357113,84.948364,pickup
7.3883929,0.950498,7.443573,7.943961,10.927797,43.368702,82.723068,pickup
7.3983707,1.405396,7.416040,8.171411,11.124062,42.729038,79.269264,pickup
7.4083557,1.495179,7.465121,8.609550,11.492951,41.486168,78.674164,pickup
7.4182129,1.100136,7.290344,9.240421,11.821371,38.586185,81.418633,pickup
7.4282541,0.219069,6.724115,9.210494,11.405915,36.145760,88.133980,pickup
7.4382958,-0.150835,6.878541,8.972271,11.306579,37.482025,91.256195,pickup
7.4482198,-0.411803,6.889316,8.668207,11.080166,38.526749,93.420731,pickup
7.4584422,-0.547075,6.646304,8.372523,10.703821,38.537598,94.705559,pickup
7.4682298,-0.392649,6.787562,8.133103,10.600592,39.894108,93.310776,pickup
7.4783568,-0.240617,6.918046,7.990648,10.572025,40.902103,91.992004,pickup
7.4886117,-0.292093,6.957550,7.934384,10.556859,41.272076,92.403984,pickup
7.4982376,-0.462081,6.934805,7.764396,10.420695,41.832836,93.812103,pickup
7.5081849,-0.594959,6.894104,7.671022,10.330888,42.052387,94.932388,pickup
7.5184336,-0.634463,6.979098,7.473501,10.245173,43.158386,95.194427,pickup
7.5283399,-0.614113,7.076063,7.120356,10.057200,44.928722,94.960121,pickup
7.5383348,-0.588974,7.183802,6.827066,9.927876,46.554340,94.686989,pickup
7.5482607,-0.623690,7.308300,6.691794,9.928764,47.624966,94.877800,pickup
7.5582337,-0.775721,7.241263,6.607996,9.833781,47.780781,96.114502,pickup
7.5682831,-0.796072,7.145495,6.603208,9.761874,47.434834,96.357048,pickup
7.5784917,-0.610521,7.163452,6.649895,9.793308,47.232548,94.871391,pickup
7.5886507,-0.490811,7.267599,6.758832,9.936835,47.142330,93.863556,pickup
7.5984406,-0.484826,7.182605,6.736086,9.858993,46.902428,93.861610,pickup
7.6085758,-0.447716,7.121553,6.695385,9.784945,46.823051,93.597321,pickup
7.6183457,-0.537498,6.983886,6.584054,9.613186,46.772392,94.400955,pickup
7.6288009,-0.696713,6.830657,6.561310,9.497056,46.300327,95.823906,pickup
7.6384315,-0.827197,6.785168,6.609194,9.508112,45.963936,96.950768,pickup
7.6484957,-0.867898,6.792350,6.635530,9.535173,45.900997,97.281555,pickup
7.6588693,-0.942118,6.712144,6.737284,9.556749,45.172356,97.989853,pickup
7.6683717,-1.007959,6.617573,6.781576,9.528800,44.627205,98.660469,pickup
7.6784067,-1.043872,6.552930,6.730101,9.451181,44.594704,99.051086,pickup
7.6891770,-0.976834,6.716933,6.673837,9.519007,45.484154,98.274437,pickup
7.6986365,-0.908600,6.991069,6.777985,9.779656,46.126389,97.404984,pickup
7.7086067,-0.888249,7.179014,6.726510,9.877913,47.080925,97.053276,pickup
7.7183766,-0.878672,7.295133,6.849811,10.045444,47.009087,96.867981,pickup
7.7285318,-0.955287,7.192182,6.870162,9.991956,46.561993,97.565910,pickup
7.7389116,-1.115698,6.957550,6.918046,9.874799,45.526775,99.110268,pickup
7.7491932,-1.183933,6.785168,6.839037,9.706319,45.203056,99.897797,pickup
7.7584257,-1.304840,6.627151,7.072472,9.779652,43.682148,101.138664,pickup
7.7683640,-1.350330,6.558916,7.229292,9.854208,42.808853,101.633339,pickup
7.7783666,-1.316811,6.506243,7.279570,9.851768,42.361347,101.441650,pickup
7.7890496,-1.149217,6.557718,7.152678,9.771651,42.947151,99.939941,pickup
7.7984738,-0.951695,6.726510,7.020997,9.769650,44.056549,98.053001,pickup
7.8092704,-0.809240,6.900089,6.952762,9.828886,44.977825,96.689072,pickup
7.8183761,-0.842759,6.866570,6.916849,9.782783,45.005165,96.997124,pickup
7.8285437,-0.916979,6.839037,6.971915,9.809224,44.703953,97.636681,pickup
7.8390250,-1.027112,6.791153,7.038953,9.834713,44.297329,98.600388,pickup
7.8484278,-1.116895,6.809110,7.080852,9.886854,44.259312,99.315247,pickup
7.8584609,-1.191115,6.728904,7.003040,9.784655,44.298042,100.038216,pickup
7.8685517,-1.155202,6.716933,6.858191,9.668839,44.821316,99.758469,pickup
7.8786516,-1.065420,6.727707,6.664260,9.529403,45.626194,98.998802,pickup
7.8886480,-0.998382,6.865374,6.618771,9.588444,46.347229,98.274117,pickup
7.8988390,-1.042675,6.892907,6.775591,9.721520,45.815731,98.601791,pickup
7.9084516,-1.119289,6.885724,6.800730,9.742480,45.729305,99.232796,pickup
7.9183745,-1.154005,6.953959,6.771999,9.774929,46.148415,99.422333,pickup
7.9284487,-1.096544,7.104794,6.704962,9.830413,46.994926,98.773727,pickup
7.9384170,-1.083376,7.194576,6.685808,9.881076,47.419331,98.563393,pickup
7.9483590,-1.136049,7.038953,6.629545,9.735929,47.083172,99.168167,pickup
7.9583488,-1.200692,6.873753,6.612785,9.613483,46.538609,99.908333,pickup
7.9683638,-1.266533,6.806715,6.685808,9.624735,46.000782,100.540543,pickup
7.9784832,-1.286883,6.783970,6.774394,9.673196,45.546810,100.741081,pickup
7.9883590,-1.271321,6.733692,6.849811,9.689106,45.011887,100.691589,pickup
7.9985256,-1.152808,6.678626,6.915652,9.682936,44.421490,99.793411,pickup
8.0084276,-1.012747,6.701371,7.074866,9.797334,43.770084,98.593819,pickup
8.0184755,-0.910994,6.776788,7.128736,9.877936,43.806419,97.656288,pickup
8.0283613,-0.826000,6.952762,7.127539,9.991245,44.489536,96.775078,pickup
8.0389624,-0.826000,7.011420,7.090428,10.005821,44.876415,96.718918,pickup
8.0483608,-0.847547,6.973113,7.026982,9.935850,44.989601,96.930023,pickup
8.0584898,-0.883460,6.977901,7.037756,9.949956,44.983105,97.215729,pickup
8.0686426,-0.972046,6.943185,7.068881,9.955992,44.764053,97.969612,pickup
8.0785999,-0.999579,6.903681,7.049727,9.917591,44.697468,98.238564,pickup
8.0890617,-0.991199,6.879739,6.982689,9.852473,44.868767,98.198479,pickup
8.0984821,-0.952892,6.866570,6.890512,9.774301,45.173512,97.900627,pickup
8.1086168,-0.902614,6.939594,6.895301,9.824350,45.423721,97.410706,pickup
8.1184778,-0.958878,7.003040,6.937200,9.903875,45.536636,97.796631,pickup
8.1285734,-1.065420,6.973113,6.873753,9.849259,45.741604,98.687019,pickup
8.1384201,-1.149217,6.950367,6.732495,9.744475,46.298302,99.388695,pickup
8.1536102,-1.191115,6.977901,6.622362,9.693582,46.908161,99.686920,pickup
8.1684122,-1.171962,6.937200,6.700173,9.715480,46.398464,99.588936,pickup
8.1786451,-1.112107,7.020997,6.797139,9.835257,46.282810,99.000717,pickup
8.1893024,-1.098939,7.026982,6.831854,9.862067,46.152554,98.888397,pickup
8.1983242,-1.114501,6.999449,6.756437,9.792029,46.370399,99.047081,pickup
8.2089167,-1.100136,7.011420,6.671443,9.740558,46.771164,98.917358,pickup
8.2185564,-1.089362,7.037756,6.679823,9.764054,46.833256,98.798882,pickup
8.2283764,-1.101333,7.095217,6.780379,9.875656,46.640396,98.823143,pickup
8.2384911,-1.092953,7.187394,6.829460,9.974703,46.789703,98.646461,pickup
8.2491722,-1.113304,7.177817,6.795941,9.947125,46.905273,98.816521,pickup
8.2587652,-1.084573,7.216124,6.777985,9.959409,47.112503,98.547501,pickup
8.2688599,-1.128866,7.115568,6.792350,9.901599,46.686863,99.014694,pickup
8.2785206,-1.186327,6.955156,6.823475,9.815364,45.958191,99.679672,pickup
8.2884254,-1.179144,6.907272,6.803124,9.766437,45.846581,99.687607,pickup
8.2985744,-1.089362,6.994660,6.769605,9.794873,46.279770,98.852242,pickup
8.3083773,-1.018733,7.038953,6.780379,9.826404,46.368595,98.235115,pickup
8.3183966,-1.000776,7.041347,6.842628,9.869330,46.106308,98.089188,pickup
8.3285561,-0.969652,7.132327,6.926425,9.989279,46.101261,97.741989,pickup
8.3391609,-0.943315,7.151481,6.898892,9.981395,46.276794,97.514214,pickup
8.3483715,-0.927753,7.190985,6.927623,10.028108,46.304901,97.351471,pickup
8.3584604,-0.955287,7.097611,6.727707,9.826021,46.789341,97.665527,pickup
8.3687572,-1.029507,6.891710,6.718130,9.679298,46.046684,98.496208,pickup
8.3784351,-1.053449,6.975507,6.783970,9.787222,46.120369,98.587975,pickup
8.3886337,-1.059434,6.953959,6.825869,9.801655,45.861141,98.662392,pickup
8.3983402,-1.011550,6.933608,6.895301,9.830733,45.460365,98.300377,pickup
8.4093580,-0.946907,6.916849,6.961142,9.858850,45.083099,97.795258,pickup
8.4183779,-0.896629,6.985084,6.974309,9.911424,45.278309,97.314674,pickup
8.4284334,-0.853533,7.105990,6.896498,9.939080,46.062210,96.849243,pickup
8.4385490,-0.916979,7.125144,6.821081,9.906345,46.484032,97.333443,pickup
8.4488878,-1.063026,7.003040,6.771999,9.799621,46.286949,98.631317,pickup
8.4587917,-1.198298,6.888118,6.706159,9.687861,46.193676,99.868752,pickup
8.4693012,-1.256956,6.872556,6.673837,9.661887,46.311405,100.364555,pickup
8.4786243,-1.268927,6.867768,6.697779,9.676603,46.198490,100.468231,pickup
8.4885511,-1.177947,6.846220,6.721721,9.666428,45.943481,99.762611,pickup
8.4983273,-1.046266,6.861782,6.724115,9.663978,45.909660,98.669533,pickup
8.5083857,-0.932542,6.925229,6.764817,9.725800,45.928638,97.669235,pickup
8.5183859,-0.877475,6.979098,6.804321,9.786550,45.951046,97.166138,pickup
8.5286598,-0.910994,7.000646,6.793547,9.797512,46.100533,97.414238,pickup
8.5384998,-0.991199,6.967127,6.807912,9.791374,45.949116,98.097023,pickup
8.5485725,-1.036689,6.938396,6.777985,9.754852,45.986156,98.497894,pickup
8.5586433,-0.991199,6.958747,6.785168,9.769603,46.011158,98.106644,pickup
8.5691290,-0.940921,6.988675,6.810307,9.803427,45.997772,97.667915,pickup
8.5790501,-0.858321,7.016208,6.864176,9.852960,45.840244,96.974571,pickup
8.5883818,-0.878672,6.982689,6.906075,9.860217,45.541069,97.172157,pickup
8.5992250,-0.878672,7.005434,6.914454,9.882198,45.598030,97.149117,pickup
8.6095600,-0.930147,6.957550,6.904878,9.846320,45.471432,97.614662,pickup
8.6187239,-0.966060,6.856994,6.866570,9.751996,45.241547,98.019440,pickup
8.6287651,-0.962469,6.876147,6.839037,9.745777,45.432938,97.968048,pickup
8.6387281,-0.978031,6.958747,6.867768,9.825830,45.657150,98.000351,pickup
8.6498737,-1.010353,6.959944,6.851008,9.818246,45.750572,98.259750,pickup
8.6585522,-0.976834,6.940791,6.812701,9.774542,45.814457,98.011086,pickup
8.6685362,-0.961272,6.939594,6.811504,9.771315,45.805851,97.886421,pickup
8.6784096,-1.000776,6.916849,6.822278,9.766668,45.691086,98.232811,pickup
8.6886292,-0.985214,6.932411,6.777985,9.745258,45.931633,98.088547,pickup
8.6984282,-0.938527,6.968324,6.777985,9.766241,46.050674,97.670708,pickup
8.7090559,-0.912191,7.023391,6.788759,9.810574,46.212643,97.400093,pickup
8.7184458,-0.909797,7.009026,6.788759,9.800072,46.153763,97.395844,pickup
8.7283764,-0.910994,6.965930,6.800730,9.777731,45.930336,97.450768,pickup
8.7384577,-0.879869,6.971915,6.867768,9.825885,45.657459,97.192810,pickup
8.7483349,-0.829591,7.019799,6.916849,9.889823,45.621872,96.739883,pickup
8.7591352,-0.778116,7.018602,6.930017,9.894008,45.538834,96.326248,pickup
8.7685289,-0.809240,7.006631,6.969521,9.915744,45.341938,96.588264,pickup
8.7786236,-0.876278,6.907272,6.987478,9.864234,44.897961,97.230095,pickup
8.7884960,-0.787692,6.938396,7.119159,9.972173,44.446674,96.476860,pickup
8.7984333,-0.748188,6.934805,7.287950,10.087890,43.743248,96.157753,pickup
0.0000000,0.423774,4.982334,7.442376,8.966169,33.896042,85.138397,pickup
0.0099250,0.579397,4.698621,8.670602,9.878870,28.634846,82.970222,pickup
0.0198940,0.749385,4.838682,8.925584,10.180396,28.748148,81.196327,pickup
0.0298920,0.857124,4.776433,9.022549,10.244772,28.273340,79.826630,pickup
0.0398520,0.779313,4.595670,8.904037,10.050343,27.632135,80.375603,pickup
0.0499500,0.743400,4.635174,8.744822,9.925189,28.227865,80.888374,pickup
0.0599120,0.937330,4.659117,8.633492,9.855107,28.831419,78.624969,pickup
0.0702450,1.193510,4.709395,8.778340,10.033051,28.961859,75.778854,pickup
0.0800220,1.171962,4.538209,8.595184,9.790099,28.604351,75.520103,pickup
0.0900770,0.915782,4.389769,8.595184,9.694633,27.551929,78.216110,pickup
0.0999440,0.612916,4.193444,8.588001,9.576764,26.265383,81.684502,pickup
0.1098600,0.430956,4.368221,8.580819,9.638336,27.091532,84.365593,pickup
0.1199680,0.257377,4.618415,8.510190,9.686038,28.525602,86.810303,pickup
0.1299860,0.248997,4.735731,8.386889,9.634783,29.485498,86.990250,pickup
0.1399920,0.282516,4.780024,8.397662,9.666911,29.691883,86.617561,pickup
0.1499860,0.239420,4.673482,8.455123,9.663739,28.962967,87.067329,pickup
0.1599790,0.338780,4.697424,8.119935,9.386901,30.114061,85.874954,pickup
0.1700890,1.092953,4.958392,8.236053,9.675369,31.653292,77.569359,pickup
0.1804070,1.359907,4.985925,8.580819,10.016948,31.059704,74.743721,pickup
0.1900640,1.408988,4.787206,8.883685,10.189330,29.324306,73.599602,pickup
0.1998710,1.464054,4.520253,9.297882,10.441587,27.068096,72.053497,pickup
0.2099800,1.526304,4.344279,9.437943,10.501292,26.006916,70.641769,pickup
0.2201560,1.197101,4.203021,9.460688,10.421278,24.793623,74.102036,pickup
0.2301960,0.858321,4.188656,9.182961,10.129577,24.967241,78.419510,pickup
0.2399860,0.864307,4.692636,8.623915,9.855950,28.955524,79.564011,pickup
0.2500670,0.981623,5.088876,8.459911,9.921206,31.492348,79.081985,pickup
0.2599860,1.001973,5.061342,8.534132,9.972589,31.156322,78.802170,pickup
0.2700820,0.891840,4.753687,8.593987,9.861518,29.370436,79.374245,pickup
0.2799720,0.784101,4.610035,8.567651,9.760732,28.625809,80.347183,pickup
0.2901520,0.717063,4.693832,8.547300,9.777658,29.053516,81.314240,pickup
0.2999380,0.657208,4.687847,8.567651,9.788384,28.920977,82.019485,pickup
0.3099540,0.696713,4.644751,8.598776,9.797860,28.643688,81.469231,pickup
0.3199920,0.806846,4.592079,8.602366,9.784626,28.457390,80.034630,pickup
0.3300760,0.931344,4.589684,8.585608,9.779840,28.611320,78.529221,pickup
0.3400420,1.064223,4.672285,8.586804,9.833413,29.164141,77.168449,pickup
0.3499630,1.102530,4.790798,8.537724,9.851905,29.933361,77.039894,pickup
0.3603070,1.052252,4.809951,8.474277,9.800828,30.157343,77.660065,pickup
0.3699100,0.912191,4.712986,8.412027,9.685377,29.711899,79.045937,pickup
0.3799640,0.802058,4.642357,8.374918,9.609059,29.359007,80.197800,pickup
0.3900720,0.794875,4.632780,8.434772,9.656079,29.129776,80.264206,pickup
0.4000710,0.869095,4.650737,8.491036,9.720205,29.126759,79.415077,pickup
0.4101460,0.922965,4.604050,8.508993,9.718647,28.891918,78.664284,pickup
0.4200910,0.998382,4.595670,8.505402,9.718992,28.939396,77.743279,pickup
0.4300580,1.079785,4.657919,8.532935,9.781264,29.264130,76.948395,pickup
0.4400200,1.088165,4.721366,8.607155,9.877172,29.376041,77.021301,pickup
0.4500010,0.993594,4.738125,8.632295,9.897149,29.284676,78.156586,pickup
0.4600110,0.906205,4.639963,8.607155,9.820060,28.778545,78.948990,pickup
0.4700400,0.902614,4.635174,8.589199,9.801729,28.801477,78.980614,pickup
0.4799570,0.922965,4.732140,8.547300,9.813325,29.426205,78.963486,pickup
0.4900910,0.905008,4.740520,8.530540,9.801106,29.498915,79.191772,pickup
0.5000370,0.860716,4.647145,8.525752,9.748089,29.001434,79.506935,pickup
0.5100990,0.820014,4.538209,8.526949,9.694154,28.406212,79.757675,pickup
0.5200580,0.799663,4.533421,8.573636,9.731320,28.232506,79.996338,pickup
0.5300700,0.751779,4.531027,8.540117,9.696854,28.271856,80.579414,pickup
0.5401160,0.787692,4.583699,8.426393,9.624700,28.896187,80.249168,pickup
0.5500940,0.887052,4.730943,8.477868,9.748996,29.586130,79.380348,pickup
0.5600140,1.001973,4.657919,8.629900,9.857756,28.902590,77.860001,pickup
0.5703640,1.173159,4.679467,8.768764,10.008244,28.818146,75.925827,pickup
0.5802480,1.290475,4.751293,8.746018,10.036580,29.376604,74.804749,pickup
0.5904080,1.309628,4.766856,8.705317,10.011024,29.590923,74.637794,pickup
0.5999860,1.235408,4.748899,8.669404,9.961769,29.510260,75.417938,pickup
0.6101230,1.085770,4.739322,8.634688,9.909487,29.383427,77.096313,pickup
0.6200810,0.978031,4.690241,8.586804,9.833012,29.159943,78.221199,pickup
0.6299810,0.950498,4.661511,8.532935,9.769550,29.141294,78.475182,pickup
0.6401210,0.939724,4.738125,8.446744,9.730385,29.763817,78.781967,pickup
0.6500190,0.833182,4.659117,8.329428,9.580236,29.606527,79.861061,pickup
0.6600940,0.770933,4.574122,8.240842,9.456659,29.374447,80.433151,pickup
0.6699719,0.756568,4.539406,8.408437,9.585427,28.692331,80.537682,pickup
0.6799230,0.833182,4.507085,8.362947,9.536608,28.725666,79.526505,pickup
0.6900430,1.042675,4.566940,8.462306,9.672370,28.967472,77.139275,pickup
0.6999890,1.256956,4.744111,8.530540,9.841578,29.912741,75.160408,pickup
0.7100070,1.174356,4.746505,8.686164,9.967841,29.376068,76.103241,pickup
0.7200450,1.212663,4.783615,8.595184,9.911141,29.862312,75.774986,pickup
0.7300069,1.193510,4.808754,8.463503,9.807113,30.345299,76.061127,pickup
0.7401120,1.113304,4.746505,8.403648,9.715455,30.119881,76.799759,pickup
0.7501799,1.067814,4.674679,8.188169,9.488887,30.353733,77.132965,pickup
0.7600710,1.051055,4.648343,8.406042,9.662989,29.550474,77.258888,pickup
0.7705669,1.148020,4.613626,8.585608,9.814079,28.975658,76.026741,pickup
